predict,label
0.9999269247055054,1
5.034981313656317e-06,0
7.942072000055589e-11,0
2.2418431555593088e-08,0
5.556067480938509e-05,0
0.9991698265075684,1
7.568560977233574e-05,0
3.1267266553669515e-10,0
0.9999961853027344,1
7.936261092744701e-10,0
2.5962358929376705e-09,0
0.9998621940612793,1
0.9988885521888733,1
0.8616706132888794,1
1.0559769947349196e-07,0
0.0009588598622940481,0
6.341039693325001e-07,0
4.321912550064866e-10,0
7.04609370849596e-10,0
1.3822540267938166e-06,0
5.0109438234358095e-06,0
2.3722144248949917e-07,0
0.0021496652625501156,0
2.444597768658241e-08,0
5.704152385987982e-07,0
1.3127560372083735e-08,0
0.9999926090240479,1
3.0662511107948376e-07,0
1.9580684729875175e-12,0
0.8335935473442078,1
2.9330612960620783e-06,0
0.00012893861276097596,0
1.2304250958550256e-05,0
0.9998095631599426,1
1.099372504143048e-08,0
1.5201957748178785e-10,0
1.2919485925522167e-06,0
0.9999690055847168,1
1.801880245011489e-08,0
0.9998955726623535,1
1.7027332321895017e-10,0
0.0008023637346923351,0
2.6011441889295384e-08,0
0.9997468590736389,1
2.0205681039442425e-07,0
0.0015769972233101726,0
0.999578058719635,1
0.9999960660934448,1
0.9999524354934692,1
0.00019041079212911427,0
4.675825948652346e-08,0
2.328067738588402e-09,0
1.973865515481066e-09,0
1.3899422128815786e-06,0
1.6447529560537077e-07,0
0.9999599456787109,1
2.3226167655820973e-09,0
3.3415003031223023e-07,0
0.00063550123013556,0
0.9999150037765503,1
3.7215392012512893e-07,0
0.9999960660934448,1
1.716944275642618e-08,0
2.0571122583135093e-09,0
0.9806171655654907,1
1.0811134416144341e-05,0
3.558055894359313e-08,0
6.0628444771282375e-05,0
3.267578918553227e-08,0
0.0042371246963739395,0
3.3634862006692856e-08,0
2.176340103687835e-06,0
0.004471830558031797,0
3.524478486838234e-09,0
0.9999635219573975,1
6.446137490456749e-08,0
6.0628444771282375e-05,0
1.1217346582270693e-05,0
1.9017243175767362e-06,0
1.0772294700700513e-07,0
0.999993085861206,1
0.9999895095825195,1
1.4323387631520745e-06,0
2.4551956911977868e-08,0
9.404198531015595e-10,0
0.9998431205749512,1
6.328267545541166e-07,0
1.4685352543383767e-12,0
1.0962452279272838e-06,0
0.9999912977218628,1
0.9834592938423157,1
4.32705206776518e-07,0
1.6971878835647658e-07,0
0.999994158744812,1
5.6030657447081467e-08,0
1.5170964484667593e-10,0
0.9998860359191895,1
9.347397281089798e-06,0
0.9996751546859741,1
4.387001317773809e-10,0
0.9999959468841553,1
0.9907005429267883,1
3.9675880543654785e-05,0
1.618877654152584e-08,0
9.327805855718907e-06,0
2.741435523034852e-08,0
0.9992775321006775,1
0.9999951124191284,1
1.0581883316262974e-06,0
2.8917785943605168e-09,0
0.9416309595108032,1
2.293616944371024e-06,0
2.461680196574889e-05,0
1.2729758509522071e-06,0
0.9999018907546997,1
2.874828624044312e-07,0
2.1146252038306557e-07,0
2.778411101189704e-07,0
7.095250498245775e-10,0
8.267569739928149e-08,0
0.9992668032646179,1
2.6349172912887298e-05,0
3.074598225794034e-06,0
1.6491455312461767e-08,0
3.78567663328333e-11,0
0.9999879598617554,1
5.509338052434032e-07,0
0.9999868869781494,1
1.0771857581262645e-12,0
0.9998165965080261,1
5.697525011783e-07,0
0.9999969005584717,1
6.733083424137476e-09,0
6.232876020861866e-11,0
0.00033654828439466655,0
0.0002870726748369634,0
2.7704916192305973e-06,0
0.9974645376205444,0
0.9999769926071167,1
0.0001255396637134254,0
3.290411276779537e-09,0
3.231765788314078e-08,0
0.9931262731552124,1
0.0008382313535548747,1
0.004356435965746641,0
0.9999955892562866,1
8.801540388958529e-05,0
2.389092969679041e-06,0
0.9999234676361084,1
9.49754597884267e-12,0
4.057657676526105e-08,0
0.999996542930603,1
0.9999727010726929,1
9.738641892909072e-08,0
5.62410251703227e-09,0
0.00014515190559905022,0
5.260798463524452e-10,0
7.242120773298666e-05,0
6.55060641147065e-13,0
1.792807893252757e-06,0
0.9999953508377075,1
0.9999433755874634,1
3.3448088743170956e-10,0
1.973684771172657e-09,0
3.309440899101901e-07,0
1.7921292965183966e-06,0
3.356454544700682e-05,0
1.438279196008807e-05,0
1.9612053847595234e-07,0
2.6254110707668588e-05,0
0.9999889135360718,1
1.1521764875510598e-08,0
0.9795381426811218,1
5.561217597538359e-10,0
9.522156396712944e-09,0
2.4766334760784048e-08,0
7.845304139664222e-08,0
0.9999969005584717,1
8.70825633825234e-09,0
0.9999426603317261,1
0.9999974966049194,1
0.9999439716339111,1
1.248534715614369e-07,0
3.821391146630049e-05,0
4.544828868802142e-08,0
8.621995895019552e-10,0
4.707490575128759e-07,0
4.969474503013771e-07,0
0.043278053402900696,0
3.5083337479591137e-07,0
2.350613215185149e-07,0
8.07657306722831e-06,0
1.8107229493580235e-07,0
4.4633889473288946e-08,0
0.9999531507492065,1
0.9999973773956299,1
0.9999841451644897,1
0.00015254563186317682,0
5.102466275275219e-06,0
5.995931529056975e-10,0
9.839747150408584e-08,0
8.055420913644085e-12,0
0.9845961928367615,1
1.164952162513444e-10,0
0.9992399215698242,1
1.0888190349334081e-09,0
2.2715181330568157e-05,0
0.00013496034080162644,0
1.176500476901543e-11,0
4.169801468378864e-05,0
7.161309739656119e-11,0
4.317221282690298e-07,0
2.0951083570253104e-05,0
1.8312163092559786e-06,0
7.891572408880165e-07,0
0.9993127584457397,1
8.210061537283764e-07,0
1.4285528315838292e-09,0
6.950910756131634e-05,0
3.0700862225785386e-06,0
0.9992319345474243,1
3.6528602365137885e-09,0
1.0171646636081277e-08,0
6.663686491492626e-08,0
2.6479794996703276e-06,0
1.39419046263356e-06,0
8.458432887437084e-08,0
0.9999886751174927,1
1.8353646380475652e-10,0
0.9999899864196777,1
2.2046492631488945e-07,0
6.030007716617547e-05,0
0.99997878074646,1
0.9998562335968018,1
2.480833063600585e-05,0
3.413591684875428e-07,0
0.9996514320373535,1
0.005409834440797567,0
1.5129700270399837e-10,0
1.5201587757474044e-06,0
1.5578224292767118e-06,0
7.658052525449932e-10,0
8.198679068982528e-08,0
5.0676823093454e-07,0
1.1195731985935709e-07,0
1.7163683878607117e-06,0
6.179923417448663e-08,0
0.00010314479732187465,0
0.9999924898147583,1
0.9998587369918823,1
2.9726046705036424e-05,0
0.9999929666519165,1
1.0422194218762115e-09,0
1.5681274945222867e-08,0
2.5641724854530423e-10,0
1.0740233165051905e-06,0
0.9999970197677612,1
1.824503851821646e-05,0
3.758932401454196e-11,0
4.0428518865986973e-10,0
6.112935352575732e-06,0
8.682575298735173e-07,0
6.084663883854091e-10,0
9.920672709995415e-07,0
4.293798156140838e-06,0
1.3898525139666162e-05,0
6.254786200088347e-08,0
1.0928501836815485e-07,0
0.9999966621398926,1
3.877386589579146e-08,0
3.6139779240329517e-06,0
1.340739856914297e-07,0
9.67469517831887e-08,0
1.7372367437928915e-05,0
7.443206300195016e-07,0
0.0011274886783212423,0
5.618042564492498e-07,0
4.343092996350606e-07,0
0.00020598716218955815,0
8.828519248993416e-09,0
0.9999964237213135,1
1.0361744671172346e-06,0
0.9999681711196899,1
0.9995785355567932,1
3.4986946957360487e-06,0
2.8549265729260753e-10,0
0.9998855590820312,1
9.206496906699613e-05,0
3.2743654454492344e-09,0
0.9999933242797852,1
3.413672544638757e-08,0
1.5169713378782035e-06,0
0.003960708621889353,0
1.2754985618812498e-06,0
1.93457374564332e-08,0
2.873545099646435e-06,0
0.00014888730947859585,0
2.920014026130957e-07,0
0.9983094930648804,1
0.9999979734420776,1
1.688859363468964e-08,0
6.999705814969559e-10,0
2.2071096339448815e-10,0
1.7921292965183966e-06,0
4.164727442912408e-07,0
8.952717678312183e-08,0
5.762445728918486e-11,0
6.004274268889276e-07,0
0.0010135367047041655,0
2.6368384169472847e-06,0
1.3877699984732317e-06,0
0.001085389987565577,0
1.5113094109509007e-09,0
0.9999939203262329,1
4.807984169019619e-06,0
1.2027533102809684e-07,0
4.797079327545362e-06,0
0.99998939037323,1
0.9803630709648132,1
0.9999983310699463,1
2.135545251746862e-08,0
2.779900962202042e-11,0
5.544849202010482e-08,0
2.3014057326520287e-09,0
3.778965947276447e-06,0
9.839952326728962e-06,0
0.9989367127418518,1
1.2704955452136346e-06,0
1.0613638856682428e-08,0
0.9997506737709045,1
0.999956488609314,1
1.9294026287752786e-07,0
4.514160900725983e-05,0
1.6649280496494612e-06,0
4.8156202865357045e-06,0
0.9999945163726807,1
4.390098562456757e-10,0
2.514905617090335e-08,0
2.2799986254540272e-07,0
1.4210485232979408e-06,0
2.0601619326043874e-06,0
3.054258357337858e-08,0
5.637259103963288e-09,0
0.005102625582367182,0
0.0014669116353616118,0
5.014857418217389e-09,0
3.709791585038147e-08,0
4.835344043385703e-06,0
8.921008820550469e-09,0
5.31188815156014e-10,0
1.911111695562795e-07,0
4.048756068186776e-07,0
1.2044927188981092e-06,0
0.9999644756317139,1
8.853792698992891e-10,0
0.9997842907905579,1
2.42439072289935e-11,0
2.9207071747805458e-06,0
3.8074608710303437e-07,0
2.3825537937227637e-05,0
1.2229237711380847e-07,0
0.4101916551589966,1
